,job
6611,blue-collar
6612,admin.
6613,technician
6614,retired
6615,technician
6616,management
6617,admin.
6618,technician
6619,entrepreneur
6620,technician
6621,blue-collar
6622,management
6623,blue-collar
6624,services
6625,admin.
6626,management
6627,blue-collar
6628,blue-collar
6629,blue-collar
6630,entrepreneur
6631,entrepreneur
6632,self-employed
6633,technician
6634,housemaid
6635,services
6636,blue-collar
6637,management
6638,management
6639,management
6640,student
6641,admin.
6642,technician
6643,blue-collar
6644,management
6645,retired
6646,technician
6647,services
6648,management
6649,management
6650,blue-collar
6651,retired
6652,housemaid
6653,management
6654,admin.
6655,housemaid
6656,self-employed
6657,management
6658,self-employed
6659,services
6660,management
6661,self-employed
6662,technician
6663,technician
6664,technician
6665,self-employed
6666,admin.
6667,admin.
6668,management
6669,admin.
6670,technician
6671,services
6672,admin.
6673,blue-collar
6674,management
6675,admin.
6676,retired
6677,unemployed
6678,technician
6679,blue-collar
6680,admin.
6681,services
6682,management
6683,blue-collar
6684,technician
6685,admin.
6686,blue-collar
6687,entrepreneur
6688,blue-collar
6689,admin.
6690,blue-collar
6691,retired
6692,blue-collar
6693,entrepreneur
6694,technician
6695,technician
6696,admin.
6697,blue-collar
6698,retired
6699,blue-collar
6700,admin.
6701,admin.
6702,self-employed
6703,blue-collar
6704,admin.
6705,technician
6706,blue-collar
6707,management
6708,management
6709,unknown
6710,retired
6711,admin.
6712,housemaid
6713,housemaid
6714,services
6715,admin.
6716,technician
6717,technician
6718,admin.
6719,entrepreneur
6720,management
6721,blue-collar
6722,management
6723,admin.
6724,technician
6725,blue-collar
6726,admin.
6727,technician
6728,technician
6729,blue-collar
6730,student
6731,technician
6732,blue-collar
6733,management
6734,admin.
6735,blue-collar
6736,services
6737,blue-collar
6738,blue-collar
6739,management
6740,housemaid
6741,technician
6742,blue-collar
6743,services
6744,blue-collar
6745,blue-collar
6746,technician
6747,admin.
6748,management
6749,blue-collar
6750,services
6751,admin.
6752,management
6753,management
6754,blue-collar
6755,blue-collar
6756,blue-collar
6757,blue-collar
6758,blue-collar
6759,technician
6760,blue-collar
6761,technician
6762,blue-collar
6763,technician
6764,technician
6765,admin.
6766,technician
6767,technician
6768,management
6769,management
6770,admin.
6771,admin.
6772,technician
6773,services
6774,technician
6775,blue-collar
6776,housemaid
6777,retired
6778,blue-collar
6779,admin.
6780,services
6781,blue-collar
6782,management
6783,blue-collar
6784,admin.
6785,management
6786,admin.
6787,self-employed
6788,services
6789,management
6790,management
6791,technician
6792,technician
6793,blue-collar
6794,management
6795,technician
6796,blue-collar
6797,management
6798,management
6799,management
6800,management
6801,services
6802,admin.
6803,technician
6804,admin.
6805,blue-collar
6806,blue-collar
6807,services
6808,student
6809,retired
6810,admin.
6811,blue-collar
6812,management
6813,admin.
6814,student
6815,retired
6816,technician
6817,student
6818,unemployed
6819,services
6820,admin.
6821,blue-collar
6822,retired
6823,housemaid
6824,blue-collar
6825,blue-collar
6826,blue-collar
6827,blue-collar
6828,retired
6829,blue-collar
6830,admin.
6831,blue-collar
6832,management
6833,technician
6834,blue-collar
6835,technician
6836,management
6837,services
6838,admin.
6839,student
6840,services
6841,blue-collar
6842,technician
6843,technician
6844,services
6845,technician
6846,services
6847,management
6848,blue-collar
6849,technician
6850,services
6851,technician
6852,technician
6853,technician
6854,entrepreneur
6855,technician
6856,blue-collar
6857,housemaid
6858,management
6859,management
6860,admin.
6861,management
6862,services
6863,admin.
6864,unemployed
6865,retired
6866,technician
6867,management
6868,entrepreneur
6869,technician
6870,admin.
6871,management
6872,housemaid
6873,management
6874,technician
6875,student
6876,management
6877,technician
6878,admin.
6879,blue-collar
6880,admin.
6881,self-employed
6882,unemployed
6883,self-employed
6884,admin.
6885,blue-collar
6886,management
6887,self-employed
6888,student
6889,services
6890,blue-collar
6891,management
6892,admin.
6893,student
6894,technician
6895,technician
6896,management
6897,admin.
6898,blue-collar
6899,blue-collar
6900,management
6901,technician
6902,self-employed
6903,unemployed
6904,blue-collar
6905,technician
6906,blue-collar
6907,self-employed
6908,blue-collar
6909,retired
6910,management
6911,housemaid
6912,services
6913,blue-collar
6914,blue-collar
6915,housemaid
6916,blue-collar
6917,blue-collar
6918,admin.
6919,blue-collar
6920,services
6921,admin.
6922,blue-collar
6923,admin.
6924,technician
6925,technician
6926,student
6927,blue-collar
6928,blue-collar
6929,technician
6930,blue-collar
6931,blue-collar
6932,unemployed
6933,management
6934,blue-collar
6935,technician
6936,management
6937,management
6938,technician
6939,technician
6940,retired
6941,technician
6942,blue-collar
6943,blue-collar
6944,retired
6945,management
6946,management
6947,blue-collar
6948,admin.
6949,admin.
6950,blue-collar
6951,management
6952,admin.
6953,retired
6954,management
6955,admin.
6956,management
6957,admin.
6958,management
6959,self-employed
6960,management
6961,technician
6962,housemaid
6963,blue-collar
6964,admin.
6965,retired
6966,admin.
6967,blue-collar
6968,management
6969,technician
6970,blue-collar
6971,blue-collar
6972,entrepreneur
6973,services
6974,management
6975,entrepreneur
6976,admin.
6977,unemployed
6978,blue-collar
6979,management
6980,admin.
6981,entrepreneur
6982,management
6983,technician
6984,services
6985,unknown
6986,student
6987,retired
6988,admin.
6989,blue-collar
6990,management
6991,management
6992,housemaid
6993,admin.
6994,retired
6995,technician
6996,admin.
6997,technician
6998,technician
6999,blue-collar
7000,student
7001,admin.
7002,management
7003,technician
7004,services
7005,retired
7006,management
7007,technician
7008,management
7009,management
7010,blue-collar
7011,technician
7012,management
7013,technician
7014,blue-collar
7015,self-employed
7016,technician
7017,technician
7018,blue-collar
7019,services
7020,student
7021,technician
7022,management
7023,blue-collar
7024,management
7025,blue-collar
7026,retired
7027,management
7028,technician
7029,admin.
7030,management
7031,management
7032,retired
7033,technician
7034,management
7035,technician
7036,self-employed
7037,blue-collar
7038,entrepreneur
7039,services
7040,admin.
7041,management
7042,entrepreneur
7043,management
7044,admin.
7045,blue-collar
7046,blue-collar
7047,management
7048,blue-collar
7049,management
7050,blue-collar
7051,management
7052,management
7053,retired
7054,admin.
7055,self-employed
7056,management
7057,blue-collar
7058,management
7059,technician
7060,student
7061,technician
7062,technician
7063,management
7064,management
7065,entrepreneur
7066,admin.
7067,blue-collar
7068,admin.
7069,services
7070,retired
7071,management
7072,admin.
7073,blue-collar
7074,unknown
7075,management
7076,blue-collar
7077,blue-collar
7078,blue-collar
7079,blue-collar
7080,housemaid
7081,self-employed
7082,blue-collar
7083,blue-collar
7084,retired
7085,self-employed
7086,management
7087,housemaid
7088,retired
7089,admin.
7090,services
7091,blue-collar
7092,technician
7093,services
7094,blue-collar
7095,technician
7096,unemployed
7097,blue-collar
7098,technician
7099,management
7100,technician
7101,services
7102,self-employed
7103,entrepreneur
7104,technician
7105,technician
7106,management
7107,management
7108,technician
7109,blue-collar
7110,admin.
7111,services
7112,admin.
7113,technician
7114,entrepreneur
7115,management
7116,admin.
7117,admin.
7118,blue-collar
7119,blue-collar
7120,management
7121,entrepreneur
7122,management
7123,services
7124,technician
7125,technician
7126,services
7127,housemaid
7128,admin.
7129,management
7130,technician
7131,blue-collar
7132,blue-collar
7133,management
7134,housemaid
7135,services
7136,housemaid
7137,entrepreneur
7138,services
7139,blue-collar
7140,technician
7141,self-employed
7142,admin.
7143,retired
7144,services
7145,blue-collar
7146,management
7147,unemployed
7148,management
7149,unemployed
7150,blue-collar
7151,management
7152,management
7153,admin.
7154,technician
7155,management
7156,technician
7157,technician
7158,unemployed
7159,management
7160,blue-collar
7161,blue-collar
7162,services
7163,admin.
7164,technician
7165,admin.
7166,self-employed
7167,services
7168,services
7169,self-employed
7170,admin.
7171,retired
7172,blue-collar
7173,services
7174,services
7175,management
7176,services
7177,technician
7178,technician
7179,blue-collar
7180,admin.
7181,blue-collar
7182,technician
7183,management
7184,blue-collar
7185,blue-collar
7186,blue-collar
7187,admin.
7188,services
7189,blue-collar
7190,retired
7191,entrepreneur
7192,retired
7193,technician
7194,management
7195,blue-collar
7196,management
7197,admin.
7198,admin.
7199,blue-collar
7200,unemployed
7201,blue-collar
7202,management
7203,unemployed
7204,services
7205,admin.
7206,blue-collar
7207,management
7208,management
7209,unemployed
7210,services
7211,services
7212,blue-collar
7213,management
7214,blue-collar
7215,blue-collar
7216,retired
7217,retired
7218,blue-collar
7219,management
7220,blue-collar
7221,retired
7222,management
7223,management
7224,blue-collar
7225,housemaid
7226,management
7227,technician
7228,blue-collar
7229,admin.
7230,technician
7231,entrepreneur
7232,blue-collar
7233,services
7234,technician
7235,technician
7236,housemaid
7237,self-employed
7238,management
7239,blue-collar
7240,blue-collar
7241,blue-collar
7242,admin.
7243,blue-collar
7244,technician
7245,technician
7246,technician
7247,student
7248,management
7249,blue-collar
7250,admin.
7251,entrepreneur
7252,management
7253,blue-collar
7254,blue-collar
7255,housemaid
7256,technician
7257,management
7258,technician
7259,blue-collar
7260,technician
7261,student
7262,blue-collar
7263,blue-collar
7264,services
7265,blue-collar
7266,management
7267,technician
7268,management
7269,technician
7270,management
7271,services
7272,technician
7273,services
7274,management
7275,entrepreneur
7276,services
7277,management
7278,entrepreneur
7279,management
7280,technician
7281,housemaid
7282,technician
7283,services
7284,blue-collar
7285,blue-collar
7286,technician
7287,management
7288,technician
7289,management
7290,unknown
7291,technician
7292,services
7293,technician
7294,blue-collar
7295,technician
7296,services
7297,admin.
7298,entrepreneur
7299,services
7300,student
7301,services
7302,housemaid
7303,entrepreneur
7304,blue-collar
7305,management
7306,admin.
7307,technician
7308,technician
7309,self-employed
7310,services
7311,services
7312,unemployed
7313,technician
7314,management
7315,services
7316,technician
7317,unemployed
7318,blue-collar
7319,entrepreneur
7320,technician
7321,technician
7322,student
7323,technician
7324,management
7325,services
7326,blue-collar
7327,student
7328,unknown
7329,retired
7330,management
7331,management
7332,technician
7333,housemaid
7334,blue-collar
7335,retired
7336,admin.
7337,management
7338,housemaid
7339,blue-collar
7340,technician
7341,admin.
7342,admin.
7343,blue-collar
7344,blue-collar
7345,student
7346,admin.
7347,services
7348,technician
7349,management
7350,blue-collar
7351,technician
7352,retired
7353,housemaid
7354,entrepreneur
7355,admin.
7356,retired
7357,admin.
7358,services
7359,blue-collar
7360,technician
7361,blue-collar
7362,technician
7363,management
7364,management
7365,admin.
7366,management
7367,management
7368,technician
7369,management
7370,blue-collar
7371,admin.
7372,self-employed
7373,technician
7374,management
7375,management
7376,technician
7377,services
7378,housemaid
7379,services
7380,technician
7381,management
7382,management
7383,admin.
7384,unemployed
7385,blue-collar
7386,management
7387,blue-collar
7388,blue-collar
7389,blue-collar
7390,management
7391,services
7392,technician
7393,student
7394,technician
7395,technician
7396,management
7397,admin.
7398,unemployed
7399,technician
7400,management
7401,admin.
7402,management
7403,self-employed
7404,blue-collar
7405,self-employed
7406,management
7407,admin.
7408,admin.
7409,entrepreneur
7410,management
7411,unemployed
7412,blue-collar
7413,technician
7414,technician
7415,technician
7416,blue-collar
7417,entrepreneur
7418,technician
7419,entrepreneur
7420,entrepreneur
7421,management
7422,admin.
7423,management
7424,technician
7425,technician
7426,admin.
7427,self-employed
7428,retired
7429,technician
7430,self-employed
7431,services
7432,retired
7433,blue-collar
7434,blue-collar
7435,technician
7436,blue-collar
7437,admin.
7438,management
7439,admin.
7440,student
7441,entrepreneur
7442,admin.
7443,management
7444,technician
7445,services
7446,blue-collar
7447,housemaid
7448,blue-collar
7449,blue-collar
7450,blue-collar
7451,blue-collar
7452,technician
7453,technician
7454,housemaid
7455,services
7456,blue-collar
7457,admin.
7458,admin.
7459,retired
7460,retired
7461,entrepreneur
7462,blue-collar
7463,management
7464,blue-collar
7465,retired
7466,management
7467,blue-collar
7468,services
7469,technician
7470,admin.
7471,management
7472,management
7473,services
7474,blue-collar
7475,management
7476,admin.
7477,admin.
7478,management
7479,management
7480,retired
7481,management
7482,technician
7483,management
7484,admin.
7485,admin.
7486,blue-collar
7487,management
7488,technician
7489,management
7490,blue-collar
7491,services
7492,technician
7493,technician
7494,technician
7495,blue-collar
7496,retired
7497,services
7498,management
7499,admin.
7500,management
7501,technician
7502,housemaid
7503,entrepreneur
7504,admin.
7505,services
7506,technician
7507,blue-collar
7508,services
7509,technician
7510,management
7511,services
7512,management
7513,technician
7514,services
7515,services
7516,management
7517,admin.
7518,management
7519,self-employed
7520,management
7521,unemployed
7522,technician
7523,services
7524,technician
7525,blue-collar
7526,blue-collar
7527,technician
7528,management
7529,admin.
7530,student
7531,management
7532,management
7533,technician
7534,blue-collar
7535,management
7536,blue-collar
7537,blue-collar
7538,housemaid
7539,student
7540,management
7541,management
7542,services
7543,self-employed
7544,housemaid
7545,management
7546,unemployed
7547,management
7548,technician
7549,management
7550,services
7551,admin.
7552,unemployed
7553,admin.
7554,admin.
7555,services
7556,technician
7557,technician
7558,services
7559,admin.
7560,technician
7561,retired
7562,blue-collar
7563,blue-collar
7564,technician
7565,management
7566,management
7567,admin.
7568,management
7569,services
7570,management
7571,technician
7572,self-employed
7573,technician
7574,management
7575,admin.
7576,retired
7577,blue-collar
7578,admin.
7579,admin.
7580,blue-collar
7581,services
7582,technician
7583,technician
7584,technician
7585,technician
7586,technician
7587,management
7588,retired
7589,admin.
7590,technician
7591,management
7592,management
7593,technician
7594,blue-collar
7595,management
7596,blue-collar
7597,blue-collar
7598,student
7599,admin.
7600,blue-collar
7601,management
7602,housemaid
7603,technician
7604,technician
7605,services
7606,blue-collar
7607,blue-collar
7608,technician
7609,technician
7610,management
7611,admin.
7612,management
7613,technician
7614,services
7615,services
7616,student
7617,management
7618,blue-collar
7619,blue-collar
7620,retired
7621,technician
7622,management
7623,entrepreneur
7624,unemployed
7625,technician
7626,management
7627,admin.
7628,technician
7629,admin.
7630,blue-collar
7631,blue-collar
7632,retired
7633,services
7634,blue-collar
7635,management
7636,technician
7637,admin.
7638,management
7639,admin.
7640,blue-collar
7641,blue-collar
7642,management
7643,technician
7644,blue-collar
7645,technician
7646,blue-collar
7647,admin.
7648,services
7649,blue-collar
7650,unknown
7651,admin.
7652,technician
7653,blue-collar
7654,blue-collar
7655,blue-collar
7656,blue-collar
7657,technician
7658,blue-collar
7659,retired
7660,student
7661,blue-collar
7662,technician
7663,blue-collar
7664,management
7665,management
7666,technician
7667,services
7668,blue-collar
7669,unemployed
7670,management
7671,entrepreneur
7672,blue-collar
7673,admin.
7674,services
7675,blue-collar
7676,blue-collar
7677,blue-collar
7678,management
7679,housemaid
7680,management
7681,blue-collar
7682,blue-collar
7683,admin.
7684,blue-collar
7685,self-employed
7686,technician
7687,services
7688,admin.
7689,management
7690,blue-collar
7691,blue-collar
7692,unemployed
7693,technician
7694,blue-collar
7695,technician
7696,self-employed
7697,technician
7698,management
7699,management
7700,management
7701,management
7702,self-employed
7703,admin.
7704,blue-collar
7705,management
7706,admin.
7707,services
7708,self-employed
7709,blue-collar
7710,blue-collar
7711,blue-collar
7712,management
7713,blue-collar
7714,management
7715,blue-collar
7716,unemployed
7717,management
7718,admin.
7719,technician
7720,technician
7721,management
7722,self-employed
7723,blue-collar
7724,technician
7725,management
7726,management
7727,blue-collar
7728,entrepreneur
7729,technician
7730,blue-collar
7731,student
7732,management
7733,blue-collar
7734,technician
7735,admin.
7736,management
7737,self-employed
7738,management
7739,entrepreneur
7740,admin.
7741,technician
7742,technician
7743,admin.
7744,admin.
7745,blue-collar
7746,management
7747,admin.
7748,technician
7749,admin.
7750,technician
7751,services
7752,management
7753,blue-collar
7754,self-employed
7755,management
7756,blue-collar
7757,services
7758,blue-collar
7759,admin.
7760,technician
7761,self-employed
7762,retired
7763,services
7764,blue-collar
7765,unemployed
7766,services
7767,admin.
7768,blue-collar
7769,management
7770,blue-collar
7771,services
7772,housemaid
7773,management
7774,admin.
7775,admin.
7776,management
7777,management
7778,blue-collar
7779,management
7780,technician
7781,management
7782,entrepreneur
7783,technician
7784,blue-collar
7785,blue-collar
7786,technician
7787,management
7788,blue-collar
7789,management
7790,technician
7791,housemaid
7792,technician
7793,admin.
7794,services
7795,blue-collar
7796,entrepreneur
7797,management
7798,management
7799,admin.
7800,services
7801,entrepreneur
7802,housemaid
7803,blue-collar
7804,blue-collar
7805,services
7806,blue-collar
7807,management
7808,management
7809,services
7810,blue-collar
7811,blue-collar
7812,self-employed
7813,technician
7814,blue-collar
7815,technician
7816,admin.
7817,self-employed
7818,technician
7819,technician
7820,management
7821,self-employed
7822,technician
7823,admin.
7824,technician
7825,technician
7826,services
7827,management
7828,blue-collar
7829,blue-collar
7830,admin.
7831,unemployed
7832,technician
7833,blue-collar
7834,blue-collar
7835,technician
7836,services
7837,admin.
7838,admin.
7839,services
7840,housemaid
7841,management
7842,blue-collar
7843,blue-collar
7844,blue-collar
7845,technician
7846,blue-collar
7847,services
7848,blue-collar
7849,blue-collar
7850,self-employed
7851,blue-collar
7852,entrepreneur
7853,management
7854,retired
7855,technician
7856,blue-collar
7857,technician
7858,technician
7859,blue-collar
7860,entrepreneur
7861,blue-collar
7862,housemaid
7863,blue-collar
7864,management
7865,unemployed
7866,services
7867,services
7868,services
7869,technician
7870,admin.
7871,technician
7872,services
7873,blue-collar
7874,management
7875,admin.
7876,admin.
7877,entrepreneur
7878,services
7879,management
7880,management
7881,management
7882,retired
7883,technician
7884,services
7885,retired
7886,services
7887,services
7888,technician
7889,blue-collar
7890,blue-collar
7891,management
7892,technician
7893,management
7894,unknown
7895,admin.
7896,housemaid
7897,management
7898,management
7899,services
7900,technician
7901,admin.
7902,admin.
7903,technician
7904,admin.
7905,management
7906,technician
7907,blue-collar
7908,entrepreneur
7909,services
7910,management
7911,management
7912,management
7913,management
7914,self-employed
7915,entrepreneur
7916,blue-collar
7917,blue-collar
7918,technician
7919,management
7920,technician
7921,management
7922,blue-collar
7923,admin.
7924,services
7925,technician
7926,technician
7927,technician
7928,blue-collar
7929,management
7930,management
7931,services
7932,unemployed
7933,admin.
7934,technician
7935,management
7936,services
7937,technician
7938,self-employed
7939,self-employed
7940,retired
7941,retired
7942,blue-collar
7943,technician
7944,technician
7945,technician
7946,management
7947,management
7948,technician
7949,admin.
7950,admin.
7951,management
7952,services
7953,retired
7954,admin.
7955,entrepreneur
7956,services
7957,unemployed
7958,management
7959,admin.
7960,student
7961,services
7962,management
7963,blue-collar
7964,services
7965,student
7966,blue-collar
7967,blue-collar
7968,technician
7969,entrepreneur
7970,management
7971,admin.
7972,management
7973,unemployed
7974,services
7975,technician
7976,technician
7977,admin.
7978,housemaid
7979,technician
7980,services
7981,services
7982,admin.
7983,admin.
7984,management
7985,management
7986,blue-collar
7987,management
7988,services
7989,management
7990,self-employed
7991,services
7992,blue-collar
7993,admin.
7994,technician
7995,self-employed
7996,blue-collar
7997,blue-collar
7998,blue-collar
7999,unknown
8000,admin.
8001,technician
8002,management
8003,technician
8004,management
8005,management
8006,self-employed
8007,entrepreneur
8008,entrepreneur
8009,technician
8010,blue-collar
8011,technician
8012,blue-collar
8013,technician
8014,blue-collar
8015,technician
8016,student
8017,management
8018,blue-collar
8019,housemaid
8020,entrepreneur
8021,services
8022,admin.
8023,management
8024,management
8025,retired
8026,management
8027,unknown
8028,blue-collar
8029,blue-collar
8030,blue-collar
8031,management
8032,management
8033,self-employed
8034,self-employed
8035,blue-collar
8036,services
8037,services
8038,technician
8039,technician
8040,services
8041,management
8042,technician
8043,technician
8044,blue-collar
8045,technician
8046,retired
8047,admin.
8048,entrepreneur
8049,blue-collar
8050,technician
8051,admin.
8052,self-employed
8053,retired
8054,technician
8055,admin.
8056,management
8057,student
8058,blue-collar
8059,services
8060,student
8061,management
8062,services
8063,management
8064,blue-collar
8065,management
8066,blue-collar
8067,technician
8068,admin.
8069,blue-collar
8070,unemployed
8071,management
8072,technician
8073,management
8074,technician
8075,entrepreneur
8076,services
8077,student
8078,self-employed
8079,technician
8080,housemaid
8081,services
8082,services
8083,management
8084,services
8085,management
8086,blue-collar
8087,management
8088,admin.
8089,management
8090,services
8091,blue-collar
8092,management
8093,services
8094,services
8095,blue-collar
8096,housemaid
8097,blue-collar
8098,student
8099,management
8100,management
8101,admin.
8102,management
8103,retired
8104,management
8105,blue-collar
8106,management
8107,admin.
8108,housemaid
8109,admin.
8110,blue-collar
8111,housemaid
8112,self-employed
8113,blue-collar
8114,technician
8115,technician
8116,blue-collar
8117,technician
8118,technician
8119,services
8120,admin.
8121,services
8122,management
8123,technician
8124,retired
8125,services
8126,unemployed
8127,technician
8128,services
8129,entrepreneur
8130,self-employed
8131,retired
8132,management
8133,admin.
8134,blue-collar
8135,management
8136,unemployed
8137,entrepreneur
8138,technician
8139,student
8140,admin.
8141,admin.
8142,technician
8143,entrepreneur
8144,management
8145,management
8146,entrepreneur
8147,technician
8148,entrepreneur
8149,blue-collar
8150,blue-collar
8151,technician
8152,management
8153,blue-collar
8154,admin.
8155,admin.
8156,services
8157,blue-collar
8158,blue-collar
8159,management
8160,management
8161,technician
8162,blue-collar
8163,blue-collar
8164,management
8165,management
8166,services
8167,retired
8168,self-employed
8169,blue-collar
8170,management
8171,services
8172,blue-collar
8173,admin.
8174,technician
8175,entrepreneur
8176,management
8177,blue-collar
8178,unemployed
8179,services
8180,blue-collar
8181,technician
8182,management
8183,technician
8184,unemployed
8185,admin.
8186,blue-collar
8187,management
8188,technician
8189,housemaid
8190,management
8191,technician
8192,blue-collar
8193,services
8194,self-employed
8195,management
8196,management
8197,management
8198,admin.
8199,technician
8200,blue-collar
8201,management
8202,admin.
8203,admin.
8204,management
8205,technician
8206,management
8207,management
8208,blue-collar
8209,entrepreneur
8210,housemaid
8211,services
8212,management
8213,management
8214,blue-collar
8215,management
8216,management
8217,self-employed
8218,admin.
8219,blue-collar
8220,management
8221,services
8222,entrepreneur
8223,technician
8224,entrepreneur
8225,admin.
8226,management
8227,unemployed
8228,housemaid
8229,blue-collar
8230,admin.
8231,housemaid
8232,technician
8233,management
8234,services
8235,blue-collar
8236,blue-collar
8237,management
8238,management
8239,admin.
8240,technician
8241,management
8242,management
8243,technician
8244,technician
8245,blue-collar
8246,unemployed
8247,management
8248,student
8249,housemaid
8250,management
8251,management
8252,unemployed
8253,services
8254,management
8255,technician
8256,management
8257,management
8258,retired
8259,blue-collar
8260,admin.
8261,blue-collar
8262,blue-collar
8263,admin.
8264,blue-collar
8265,services
8266,technician
8267,technician
8268,management
8269,management
8270,management
8271,blue-collar
8272,management
8273,services
8274,technician
8275,services
8276,services
8277,entrepreneur
8278,management
8279,blue-collar
8280,admin.
8281,management
8282,blue-collar
8283,management
8284,blue-collar
8285,self-employed
8286,self-employed
8287,blue-collar
8288,student
8289,self-employed
8290,management
8291,management
8292,blue-collar
8293,management
8294,management
8295,blue-collar
8296,technician
8297,retired
8298,management
8299,services
8300,technician
8301,management
8302,services
8303,technician
8304,self-employed
8305,retired
8306,technician
8307,blue-collar
8308,services
8309,technician
8310,technician
8311,technician
8312,admin.
8313,blue-collar
8314,management
8315,services
8316,technician
8317,technician
8318,management
8319,entrepreneur
8320,blue-collar
8321,management
8322,housemaid
8323,admin.
8324,technician
8325,management
8326,blue-collar
8327,blue-collar
8328,management
8329,self-employed
8330,management
8331,admin.
8332,blue-collar
8333,management
8334,services
8335,retired
8336,blue-collar
8337,blue-collar
8338,retired
8339,admin.
8340,admin.
8341,management
8342,management
8343,management
8344,management
8345,blue-collar
8346,technician
8347,admin.
8348,blue-collar
8349,unemployed
8350,student
8351,housemaid
8352,services
8353,management
8354,admin.
8355,retired
8356,services
8357,unemployed
8358,entrepreneur
8359,services
8360,retired
8361,management
8362,management
8363,blue-collar
8364,technician
8365,technician
8366,services
8367,blue-collar
8368,services
8369,technician
8370,services
8371,blue-collar
8372,retired
8373,unknown
8374,services
8375,unemployed
8376,blue-collar
8377,management
8378,housemaid
8379,admin.
8380,management
8381,management
8382,housemaid
8383,housemaid
8384,admin.
8385,entrepreneur
8386,technician
8387,technician
8388,technician
8389,technician
8390,blue-collar
8391,admin.
8392,retired
8393,self-employed
8394,blue-collar
8395,blue-collar
8396,technician
8397,entrepreneur
8398,technician
8399,admin.
8400,management
8401,retired
8402,technician
8403,housemaid
8404,management
8405,technician
8406,blue-collar
8407,housemaid
8408,blue-collar
8409,management
8410,blue-collar
8411,management
8412,services
8413,technician
8414,services
8415,admin.
8416,technician
8417,management
8418,entrepreneur
8419,blue-collar
8420,blue-collar
8421,blue-collar
8422,admin.
8423,management
8424,admin.
8425,services
8426,blue-collar
8427,technician
8428,student
8429,management
8430,technician
8431,admin.
8432,management
8433,blue-collar
8434,services
8435,admin.
8436,retired
8437,blue-collar
8438,blue-collar
8439,management
8440,management
8441,blue-collar
8442,self-employed
8443,admin.
8444,blue-collar
8445,services
8446,blue-collar
8447,technician
8448,technician
8449,housemaid
8450,entrepreneur
8451,technician
8452,blue-collar
8453,blue-collar
8454,technician
8455,management
8456,entrepreneur
8457,retired
8458,blue-collar
8459,technician
8460,technician
8461,management
8462,blue-collar
8463,admin.
8464,management
8465,entrepreneur
8466,retired
8467,management
8468,technician
8469,admin.
8470,technician
8471,blue-collar
8472,technician
8473,blue-collar
8474,blue-collar
8475,admin.
8476,admin.
8477,self-employed
8478,admin.
8479,retired
8480,entrepreneur
8481,services
8482,services
8483,unknown
8484,blue-collar
8485,blue-collar
8486,technician
8487,admin.
8488,management
8489,blue-collar
8490,services
8491,self-employed
8492,management
8493,student
8494,management
8495,admin.
8496,admin.
8497,management
8498,technician
8499,housemaid
8500,technician
8501,management
8502,admin.
8503,management
8504,services
8505,technician
8506,technician
8507,admin.
8508,technician
8509,blue-collar
8510,blue-collar
8511,services
8512,self-employed
8513,admin.
8514,services
8515,retired
8516,management
8517,management
8518,entrepreneur
8519,management
8520,technician
8521,management
8522,self-employed
8523,management
8524,management
8525,admin.
8526,self-employed
8527,retired
8528,technician
8529,housemaid
8530,blue-collar
8531,blue-collar
8532,management
8533,technician
8534,technician
8535,management
8536,technician
8537,services
8538,blue-collar
8539,blue-collar
8540,blue-collar
8541,technician
8542,management
8543,self-employed
8544,technician
8545,technician
8546,technician
8547,blue-collar
8548,technician
8549,technician
8550,unemployed
8551,technician
8552,management
8553,blue-collar
8554,blue-collar
8555,services
8556,technician
8557,unemployed
8558,technician
8559,blue-collar
8560,management
8561,management
8562,housemaid
8563,management
8564,entrepreneur
8565,blue-collar
8566,admin.
8567,management
8568,management
8569,services
8570,management
8571,blue-collar
8572,blue-collar
8573,services
8574,admin.
8575,technician
8576,management
8577,technician
8578,blue-collar
8579,technician
8580,management
8581,blue-collar
8582,student
8583,services
8584,services
8585,management
8586,management
8587,technician
8588,management
8589,services
8590,admin.
8591,blue-collar
8592,management
8593,admin.
8594,admin.
8595,blue-collar
8596,admin.
8597,entrepreneur
8598,management
8599,management
8600,admin.
8601,housemaid
8602,housemaid
8603,housemaid
8604,admin.
8605,blue-collar
8606,technician
8607,blue-collar
8608,management
8609,housemaid
8610,technician
8611,blue-collar
8612,self-employed
8613,management
8614,services
8615,management
8616,admin.
8617,retired
8618,technician
8619,blue-collar
8620,student
8621,management
8622,unemployed
8623,technician
8624,blue-collar
8625,self-employed
8626,management
8627,management
8628,management
8629,services
8630,management
8631,management
8632,services
8633,management
8634,services
8635,services
8636,technician
8637,housemaid
8638,technician
8639,services
8640,management
8641,services
8642,blue-collar
8643,blue-collar
8644,admin.
8645,services
8646,services
8647,management
8648,services
8649,services
8650,management
8651,blue-collar
8652,management
8653,technician
8654,management
8655,management
8656,blue-collar
8657,blue-collar
8658,services
8659,blue-collar
8660,management
8661,services
8662,blue-collar
8663,entrepreneur
8664,blue-collar
8665,blue-collar
8666,services
8667,housemaid
8668,management
8669,retired
8670,management
8671,blue-collar
8672,technician
8673,technician
8674,management
8675,management
8676,entrepreneur
8677,technician
8678,blue-collar
8679,services
8680,services
8681,unemployed
8682,blue-collar
8683,technician
8684,technician
8685,unknown
8686,services
8687,management
8688,blue-collar
